Todas as mensagens de registro de eventos.
Data:	2000-01-01 06:57:53
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1639455   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 06:14:21 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/616	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/616"}
1639456   	E   	Movimento           	50056   	Colisão de junta                        	2000-01-01 06:21:32 	O torque efetivo na junta rob1_1 é superior ao solicitado enquanto estiver em velocidade baixa ou nula. Pode ter sido causado por erro de obstrução (o braço ficou preso) ou erro de hardware.	{args: "rob1_1"}
1639457   	I   	Operacional         	10020   	Estado de erro de execução              	2000-01-01 06:21:32 	A execução do programa na tarefa T_ROB1 parou devido a um erro espontâneo.	{args: "1", "T_ROB1"}
1639458   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 06:21:32 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1639459   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 06:21:32 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1639460   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:21:33 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639461   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 06:27:18 	O sistema encontra-se no estado de Motores ligados.	{args: }
1639462   	I   	Operacional         	10021   	Redefinição do erro de execução         	2000-01-01 06:27:19 	 A execução do programa na tarefa T_ROB1 deixou um estado de erro espontâneo. 	{args: "1", "T_ROB1"}
1639463   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 06:27:19 	Iniciou-se um movimento de recuperação.	{args: "0"}
1639464   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 06:27:22 	O movimento de recuperação está pronto.	{args: "0"}
1639465   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 06:27:22 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1639466   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 06:28:25 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1639467   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 06:28:26 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1639468   	E   	Sistema             	20205   	A Parada Automática está aberta         	2000-01-01 06:28:26 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
1639469   	E   	Sistema             	20206   	A Parada Geral está aberta              	2000-01-01 06:28:26 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
1639470   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:52:48 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639471   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 06:55:02 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1639472   	I   	Operacional         	10045   	Reinício do sistema                     	2000-01-01 06:55:32 	Um sistema já instalado foi reiniciado.	{args: }
1639473   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:56:03 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639474   	I   	Operacional         	10017   	Confirmação do modo Automático          	2000-01-01 06:56:03 	O sistema está no modo Automático.	{args: }
1639475   	I   	Operacional         	10155   	O programa foi reiniciado               	2000-01-01 06:56:03 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. Não foi possível determinar o originador.	{args: "1", "T_ROB1"}
1639476   	I   	Operacional         	10129   	O programa foi interrompido             	2000-01-01 06:56:04 	A tarefa T_ROB1 foi interrompida. O motivo é que a rotina de evento para RESET ou POWER_ON está pronta.	{args: "1", "T_ROB1"}
1639477   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 06:56:24 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1639478   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 06:56:26 	O sistema encontra-se no estado de Motores ligados.	{args: }
1639479   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 06:56:38 	Iniciou-se um movimento de recuperação.	{args: "0"}
1639480   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 06:56:38 	O movimento de recuperação está pronto.	{args: "0"}
1639481   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 06:56:38 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1639482   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639483   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639484   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639485   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:58 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639486   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:58 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639487   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:08 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639488   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:25 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639489   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:42 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639490   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:43 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}

Operacional mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1639459   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 06:21:32 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1639460   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:21:33 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639461   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 06:27:18 	O sistema encontra-se no estado de Motores ligados.	{args: }
1639462   	I   	Operacional         	10021   	Redefinição do erro de execução         	2000-01-01 06:27:19 	 A execução do programa na tarefa T_ROB1 deixou um estado de erro espontâneo. 	{args: "1", "T_ROB1"}
1639463   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 06:27:19 	Iniciou-se um movimento de recuperação.	{args: "0"}
1639464   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 06:27:22 	O movimento de recuperação está pronto.	{args: "0"}
1639465   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 06:27:22 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}
1639466   	I   	Operacional         	10125   	O programa foi interrompido             	2000-01-01 06:28:25 	A tarefa T_ROB1 foi interrompida. O motivo é que ocorreu uma parada externa ou interna.	{args: "1", "T_ROB1"}
1639467   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 06:28:26 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1639470   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:52:48 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639471   	I   	Operacional         	10012   	Estado de parada de proteção de segurança	2000-01-01 06:55:02 	O sistema encontra-se no estado de Parada de proteção. Ele entra nesse estado depois de passar do modo Automático para o Manual ou depois que o circuito de Motores ligados foi fechado por uma Parada de Emergência, Parada Geral, Parada Automática ou Parada Superior.	{args: }
1639472   	I   	Operacional         	10045   	Reinício do sistema                     	2000-01-01 06:55:32 	Um sistema já instalado foi reiniciado.	{args: }
1639473   	I   	Operacional         	10010   	Estado de motores desligados            	2000-01-01 06:56:03 	O sistema encontra-se no estado de Motores desligados. Ele entra nesse estado depois de passar do modo Manual para o Automático ou depois que o circuito de Motores ligados foi aberto enquanto o programa era executado.	{args: }
1639474   	I   	Operacional         	10017   	Confirmação do modo Automático          	2000-01-01 06:56:03 	O sistema está no modo Automático.	{args: }
1639475   	I   	Operacional         	10155   	O programa foi reiniciado               	2000-01-01 06:56:03 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. Não foi possível determinar o originador.	{args: "1", "T_ROB1"}
1639476   	I   	Operacional         	10129   	O programa foi interrompido             	2000-01-01 06:56:04 	A tarefa T_ROB1 foi interrompida. O motivo é que a rotina de evento para RESET ou POWER_ON está pronta.	{args: "1", "T_ROB1"}
1639478   	I   	Operacional         	10011   	Estado de motores ligados               	2000-01-01 06:56:26 	O sistema encontra-se no estado de Motores ligados.	{args: }
1639479   	I   	Operacional         	10052   	Recupere a partida                      	2000-01-01 06:56:38 	Iniciou-se um movimento de recuperação.	{args: "0"}
1639480   	I   	Operacional         	10053   	A recuperação está pronta               	2000-01-01 06:56:38 	O movimento de recuperação está pronto.	{args: "0"}
1639481   	I   	Operacional         	10156   	O programa foi reiniciado               	2000-01-01 06:56:38 	A execução da tarefa T_ROB1 foi reiniciada a partir do ponto onde parou anteriormente. O originador é um cliente externo.	{args: "1", "T_ROB1"}

Sistema mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1638632   	E   	Sistema             	20072   	Comando não permitido                   	2000-01-01 00:32:01 	O comando não é permitido no estado Motores desligados.	{args: "140"}
1638640   	E   	Sistema             	20072   	Comando não permitido                   	2000-01-01 00:33:01 	O comando não é permitido no estado Motores desligados.	{args: "140"}
1639361   	E   	Sistema             	20205   	A Parada Automática está aberta         	2000-01-01 05:08:00 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
1639362   	E   	Sistema             	20206   	A Parada Geral está aberta              	2000-01-01 05:08:00 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
1639366   	E   	Sistema             	20205   	A Parada Automática está aberta         	2000-01-01 05:09:32 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
1639367   	E   	Sistema             	20206   	A Parada Geral está aberta              	2000-01-01 05:09:32 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
1639412   	E   	Sistema             	20074   	Comando não permitido                   	2000-01-01 05:13:46 	O comando não é permitido no estado Parada de Proteção.	{args: "140"}
1639442   	E   	Sistema             	20072   	Comando não permitido                   	2000-01-01 06:07:43 	O comando não é permitido no estado Motores desligados.	{args: "140"}
1639446   	E   	Sistema             	20074   	Comando não permitido                   	2000-01-01 06:08:57 	O comando não é permitido no estado Parada de Proteção.	{args: "140"}
1639468   	E   	Sistema             	20205   	A Parada Automática está aberta         	2000-01-01 06:28:26 	O circuito Parada com Segurança do Modo Automático foi interrompido.	{args: }
1639469   	E   	Sistema             	20206   	A Parada Geral está aberta              	2000-01-01 06:28:26 	O circuito Parada com Segurança do Modo Geral foi interrompido.	{args: }
1639482   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639483   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639484   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:57 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639485   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:58 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639486   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:56:58 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639487   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:08 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639488   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:25 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639489   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:42 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}
1639490   	E   	Sistema             	20054   	Comando não permitido                   	2000-01-01 06:57:43 	O comando NÃO é permitido quando o programa está funcionando.	{args: "4"}

Hardware mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1621102   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-19 14:09:38 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1621673   	E   	Hardware            	39401   	Erro de Referência da Corrente do Torque	2000-01-20 00:00:42 	A referência da corrente do torque está aumentando muito rapidamente para a junta rob1_3, conectada ao Módulo de Acionamento 1. 	{args: "1", "rob1_3", "1", "1", "6"}
1621674   	W   	Hardware            	39402   	Aviso de Referência do Ângulo do Motor  	2000-01-20 00:00:42 	A referência do ângulo do motor está aumentando muito rapidamente para a junta rob1_3, conectada ao Módulo de Acionamento 1. 	{args: "1", "rob1_3", "1", "1", "6"}
1621717   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-20 00:41:58 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1621794   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-20 19:05:39 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1621828   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-20 21:07:43 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1625132   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 00:00:57 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1627330   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 20:51:51 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1631834   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-03 04:27:07 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1631943   	E   	Hardware            	37001   	Erro de ativação do contator Motores LIGADOS	2000-01-03 04:45:09 	O contator de Motores ligados1 no módulo de acionamento1 falhou ao fechar quando instruído.	{args: "1", "1"}
1633768   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-03 15:08:53 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1633789   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-03 15:26:36 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1634035   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 00:00:58 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1634061   	E   	Hardware            	32530   	Não há comunicação com o Sistema de Segurança	2000-01-01 00:00:07 	Não há comunicação serial entre o Sistema de Segurança e a placa de comunicações do robô. 	{args: }
1634062   	E   	Hardware            	39522   	Computador do eixo não encontrado       	2000-01-01 00:00:18 	O computador do eixo no módulo de acionamento 1 não está conectado ao computador principal.	{args: "1"}
1634072   	E   	Hardware            	32530   	Não há comunicação com o Sistema de Segurança	2000-01-01 00:03:12 	Não há comunicação serial entre o Sistema de Segurança e a placa de comunicações do robô. 	{args: }
1634073   	E   	Hardware            	39522   	Computador do eixo não encontrado       	2000-01-01 00:03:22 	O computador do eixo no módulo de acionamento 1 não está conectado ao computador principal.	{args: "1"}
1634086   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 00:00:57 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1638617   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 00:00:58 	A bateria CMOS na placa do computador está vazia.	{args: "0"}
1639477   	W   	Hardware            	37053   	Nível da voltagem da bateria CMOS baixo 	2000-01-01 06:56:24 	A bateria CMOS na placa do computador está vazia.	{args: "0"}

Programa mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1441496   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:45 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441497   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:45 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441504   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:45 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441505   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:45 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441512   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:46 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441513   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:46 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441520   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:46 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441521   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:46 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441528   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:46 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441529   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:46 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441536   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:47 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441537   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:47 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1441544   	E   	Programa            	40611   	Erro de execução                        	2018-11-23 10:36:47 	Tarefa: T_ROB1Não é permitido recuar com esta instrução de movimento.Ref. do Programa /Injetora/rResfriamento/MoveJ/429	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/429"}
1441545   	E   	Programa            	40223   	Erro de execução                        	2018-11-23 10:36:47 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1460724   	E   	Programa            	40672   	Zona Global Já Está Em Uso              	2000-01-01 00:01:18 	Tarefa: T_ROB1Não é possível acrescentar uma zona global wztemp_Home . Outra zona global com o mesmo nome já está definido no sistema.Ref. do Programa /WZHOME/wz_Home/WZDOSet/24	{args: "T_ROB1", "wztemp_Home", "/WZHOME/wz_Home/WZDOSet/24"}
1460725   	E   	Programa            	40223   	Erro de execução                        	2000-01-01 00:01:18 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1572114   	E   	Programa            	40672   	Zona Global Já Está Em Uso              	2000-01-01 00:01:19 	Tarefa: T_ROB1Não é possível acrescentar uma zona global wztemp_Home . Outra zona global com o mesmo nome já está definido no sistema.Ref. do Programa /WZHOME/wz_Home/WZDOSet/24	{args: "T_ROB1", "wztemp_Home", "/WZHOME/wz_Home/WZDOSet/24"}
1572115   	E   	Programa            	40223   	Erro de execução                        	2000-01-01 00:01:19 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}
1627335   	E   	Programa            	40672   	Zona Global Já Está Em Uso              	2000-01-01 21:16:50 	Tarefa: T_ROB1Não é possível acrescentar uma zona global wztemp_Home . Outra zona global com o mesmo nome já está definido no sistema.Ref. do Programa /WZHOME/wz_Home/WZDOSet/24	{args: "T_ROB1", "wztemp_Home", "/WZHOME/wz_Home/WZDOSet/24"}
1627336   	E   	Programa            	40223   	Erro de execução                        	2000-01-01 21:16:50 	A execução da tarefa T_ROB1 foi interrompida por um erro de tempo de execução.	{args: "T_ROB1"}

Movimento mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1639344   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:56:10 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/616	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/616"}
1639345   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:57:03 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/435	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/435"}
1639346   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:57:20 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/438	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/438"}
1639347   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:57:22 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/441	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/441"}
1639348   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:58:28 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/435	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/435"}
1639349   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:58:46 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveJ/438	{args: "T_ROB1", "/Injetora/rResfriamento/MoveJ/438"}
1639350   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:58:47 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/441	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/441"}
1639351   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 04:59:54 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rResfriamento/MoveL/435	{args: "T_ROB1", "/Injetora/rResfriamento/MoveL/435"}
1639352   	E   	Movimento           	50055   	Excesso de carga na junta               	2000-01-01 04:59:54 	Excesso de torque efetivo na junta rob1_5. Pode ter sido causado por dados de carga incorretos, excesso de aceleração, altas forças externas do processo, baixa temperatura ou erro de hardware.	{args: "rob1_5"}
1639356   	W   	Movimento           	50240   	Alteração na Excelente Parada de Emergência	2000-01-01 04:59:54 	A Excelente Parada de Emergência mudou para o modo de Freio elétrico devido à limitação de torque.	{args: }
1639357   	W   	Movimento           	50240   	Alteração na Excelente Parada de Emergência	2000-01-01 04:59:54 	A Excelente Parada de Emergência mudou para o modo de Freio elétrico devido à limitação de torque.	{args: }
1639375   	E   	Movimento           	50056   	Colisão de junta                        	2000-01-01 05:10:24 	O torque efetivo na junta rob1_5 é superior ao solicitado enquanto estiver em velocidade baixa ou nula. Pode ter sido causado por erro de obstrução (o braço ficou preso) ou erro de hardware.	{args: "rob1_5"}
1639378   	W   	Movimento           	50240   	Alteração na Excelente Parada de Emergência	2000-01-01 05:10:24 	A Excelente Parada de Emergência mudou para o modo de Freio elétrico devido à limitação de torque.	{args: }
1639379   	W   	Movimento           	50240   	Alteração na Excelente Parada de Emergência	2000-01-01 05:10:24 	A Excelente Parada de Emergência mudou para o modo de Freio elétrico devido à limitação de torque.	{args: }
